Nombre_Empresa,Tipo,Divisa,Monto,Plazo,Fecha_Inicio_Contrato,Ejecutivo
liverpool,Vista,USD,3950952.52,1,2020-05-12,Ruby Alma Ulloa Puente
BBVA MÉXICO,Vista,MXN,899271.41,1,2023-01-15,Daniel Escobedo Alcántar
FEMSA,Plazo,EUR,3024426.84,141,2019-07-03,Cristobal Miguel Ángel Armenta Mayorga
bbva méxico,CEDE,USD,3726508.94,47,"May 20, 2019",Víctor Judith Leal Chapa
GRUPO LALA,Plazo,EUR,2742777.55,180,28-May-2025,Ing. Asunción Alemán
alsea,Vista,EUR,3004013.95,1,20-Jun-2018,Sofía de la Rosa
walmart de méxico,Vista,USD,3251507.13,1,23-Aug-2022,Marco Antonio Esther Tamez Ponce
ALSEA,Plazo,USD,4181479.98,630,20-Mar-2018,Luis Manuel Ana María Vera Domínguez
FEMSA,Vista,USD,1681013.81,1,26-Mar-2025,Sr(a). Salma Esquivel
américa móvil,Vista,EUR,2721182.62,1,01-Mar-2022,Mercedes Pablo Sanabria
BBVA MÉXICO,CEDE,EUR,267288.12,666,2025-01-15,Víctor Durán de la Crúz
soriana,Plazo,EUR,3450563.06,234,2020-08-10,Ing. Asunción Alemán
BANORTE,CEDE,USD,2413348.25,670,15-Apr-2025,Gloria Otero Sáenz
BANORTE,CEDE,USD,3301364.12,505,"August 03, 2025",Gloria Otero Sáenz
alsea,Vista,USD,853980.97,1,13-Apr-2017,Ivonne Cristian Crespo
PEMEX,CEDE,MXN,1976489.79,93,04-Aug-2017,Juana Antonia Lira Samaniego
alsea,CEDE,MXN,2083757.89,670,2018-03-07,Víctor Durán de la Crúz
WALMART DE MÉXICO,CEDE,USD,4829535.66,268,"February 03, 2016",Ing. Pedro Frías
alsea,Vista,USD,1111978.59,1,"June 26, 2020",Alejandro Manuel Pantoja Olivo
WALMART DE MÉXICO,CEDE,EUR,2474020.82,510,05-Oct-2022,Alejandra Susana Rodríguez Muro
grupo méxico,CEDE,EUR,3257546.03,148,07/08/2024,Linda Isabela Zambrano
TELMEX,CEDE,EUR,2640272.41,571,"November 22, 2018",Gloria Otero Sáenz
LIVERPOOL,Plazo,USD,4227750.02,235,2025-04-04,Camila Ortega Nazario
GRUPO BIMBO,CEDE,USD,2615574.68,115,"August 07, 2021",Espartaco Feliciano
SORIANA,Vista,MXN,2152330.13,1,"June 25, 2017",Daniel Escobedo Alcántar
PEMEX,Vista,EUR,2743518.12,1,12/05/2025,Liliana Adela Castro
soriana,CEDE,USD,707305.72,74,21/10/2023,Samuel Yuridia Huerta
alsea,CEDE,EUR,3602379.26,467,25/10/2021,Frida Heredia Merino
GRUPO LALA,Plazo,EUR,4431788.2,547,"July 22, 2017",Alejandro Manuel Pantoja Olivo
ALSEA,Vista,MXN,4354640.97,1,"January 14, 2018",Sofía de la Rosa
GRUPO CARSO,CEDE,USD,4254753.37,83,22-May-2023,Óscar González Griego
FEMSA,CEDE,MXN,4387122.72,116,2018-05-03,Ruby Alma Ulloa Puente
GRUPO BIMBO,Plazo,EUR,743512.01,504,2017-04-21,Clara Cristobal Barreto Márquez
grupo lala,Plazo,USD,2386350.12,534,2018-05-21,Fernando Rivera Maestas
WALMART DE MÉXICO,Vista,MXN,439747.5,1,04/05/2017,Sofía de la Rosa
liverpool,Plazo,EUR,3122800.6,293,03/02/2021,Irma Tomás Alfaro
grupo carso,Vista,MXN,2367634.66,1,"December 01, 2019",Liliana Adela Castro
BANORTE,Plazo,EUR,3867668.44,603,"December 21, 2015",Juana Antonia Lira Samaniego
grupo méxico,Plazo,USD,2387083.69,160,"March 11, 2022",Daniel Nadia Camacho
grupo bimbo,CEDE,EUR,4216032.96,709,16/03/2024,Ing. Asunción Alemán
CEMEX,Plazo,USD,1040144.83,368,"September 19, 2015",Francisco Bustos Nájera
GRUPO MÉXICO,Plazo,USD,296762.87,87,07/06/2025,Concepción Pedroza Ruelas
BANORTE,Plazo,USD,3142936.31,475,08-Mar-2018,Juana Antonia Lira Samaniego
LIVERPOOL,CEDE,USD,1041380.37,91,15-Feb-2025,Dr. Virginia Pelayo
GRUPO MÉXICO,Vista,EUR,4761282.62,1,25/09/2016,Inés Castro
AMÉRICA MÓVIL,Vista,MXN,4171504.89,1,"March 17, 2024",Cristobal Miguel Ángel Armenta Mayorga
grupo lala,Plazo,MXN,1507005.43,323,25-May-2024,Cristobal Miguel Ángel Armenta Mayorga
GRUPO LALA,CEDE,USD,547183.59,60,"March 12, 2025",Humberto Palomo
grupo bimbo,Plazo,USD,4577688.61,383,05/06/2024,Fernando Cervantes Caballero
walmart de méxico,CEDE,USD,1469996.29,652,"December 10, 2017",Luis Manuel Ana María Vera Domínguez
GRUPO CARSO,CEDE,MXN,4731669.88,247,"December 09, 2021",Inés Castro
banorte,Plazo,EUR,3922900.33,91,15-Feb-2017,Eloisa Salinas Aguilar
grupo méxico,CEDE,MXN,3463572.82,538,07-Oct-2024,Humberto Palomo
grupo méxico,Plazo,USD,4711842.29,266,15-Jan-2023,Tania Homero Alonso
pemex,CEDE,MXN,1293745.3,431,20-Jan-2025,Mercedes Pablo Sanabria
FEMSA,Vista,USD,4797468.9,1,"August 12, 2019",Liliana Adela Castro
grupo lala,Plazo,EUR,795390.59,391,2016-03-17,Camila Ortega Nazario
pemex,Vista,USD,1337510.26,1,05-May-2022,Guillermo Cristian Hernandes
ALSEA,Vista,MXN,896530.02,1,"July 23, 2021",Samuel Yuridia Huerta
ALSEA,Vista,USD,2213211.09,1,2021-05-05,Juana Antonia Lira Samaniego
GRUPO CARSO,CEDE,USD,2666241.82,180,2021-10-24,Gloria Otero Sáenz
GRUPO MÉXICO,Plazo,USD,4593884.63,556,"February 22, 2017",Rosalia Flores
walmart de méxico,Plazo,USD,1637436.71,360,2021-05-23,Gloria Otero Sáenz
femsa,Vista,MXN,3918208.52,1,"October 17, 2018",Gabino Mariano Laureano Puente
grupo bimbo,Plazo,MXN,143094.39,522,29/07/2017,Luis Manuel Ana María Vera Domínguez
alsea,Vista,MXN,1672971.37,1,29/11/2020,Sandra Rodolfo Amador
WALMART DE MÉXICO,Plazo,EUR,2764276.29,273,10-Dec-2018,Eloisa Salinas Aguilar
GRUPO LALA,CEDE,MXN,3989370.6,187,2022-01-04,Juana Antonia Lira Samaniego
soriana,CEDE,MXN,2804559.09,513,2020-04-19,Alfonso Natalia Sevilla
